,Person,Subcategory,Category
6560,Charles Nokan,Ivorian writers,Writers
6561,Yacouba Konaté,Ivorian writers,Writers
6562,Koffi Kwahulé,Ivorian writers,Writers
6563,Pascal Aka,Ivorian writers,Writers
6564,Maurice Bandaman,Ivorian writers,Writers
6565,Amadou Koné,Ivorian writers,Writers
6566,Barthélémy Kotchy,Ivorian writers,Writers
6567,Pierre Kipré,Ivorian writers,Writers
6568,Séry Bailly,Ivorian writers,Writers
6569,Bernard Zadi Zaourou,Ivorian writers,Writers
6570,Muriel Diallo,Ivorian writers,Writers
6571,Amy Bailey,Jamaican writers,Writers
6572,Kayla Perrin,Jamaican writers,Writers
6573,Cedella Booker,Jamaican writers,Writers
6574,Lucille Iremonger,Jamaican writers,Writers
6575,Clarine Stephenson,Jamaican writers,Writers
6576,William Alexander Stephenson,Jamaican writers,Writers
6577,George Wayne,Jamaican writers,Writers
6578,Lady Colin Campbell,Jamaican writers,Writers
6579,Verene Shepherd,Jamaican writers,Writers
6580,Seiki Shimizu,Japanese writers,Writers
6581,Kinoko Nasu,Japanese writers,Writers
6582,Yūto Tonokawa,Japanese writers,Writers
6583,Shidzue Katō,Japanese writers,Writers
6584,Shizuo Fukui,Japanese writers,Writers
6585,Hiroshi Hasebe,Japanese writers,Writers
6586,Morinosuke Kawaguchi,Japanese writers,Writers
6587,Reki Kawahara,Japanese writers,Writers
6588,Kenichi Ohmae,Japanese writers,Writers
6589,Haru M. Reischauer,Japanese writers,Writers
6590,Ōe no Masafusa,Japanese writers,Writers
6591,Usui Kojima,Japanese writers,Writers
6592,Kaita Murayama,Japanese writers,Writers
6593,Toshio Shimao,Japanese writers,Writers
6594,George Abe,Japanese writers,Writers
6595,Aya Goda,Japanese writers,Writers
6596,Atsuko Asano (writer),Japanese writers,Writers
6597,Yumiko Kurahashi,Japanese writers,Writers
6598,Tan Onuma,Japanese writers,Writers
6599,Ido Reizan,Japanese writers,Writers
6600,Takeo Arishima,Japanese writers,Writers
6601,Shizuo Fujieda,Japanese writers,Writers
6602,Satoru Sayama,Japanese writers,Writers
6603,Tadaaki Miyake,Japanese writers,Writers
6604,Tatsuo Kawai,Japanese writers,Writers
6605,Shōji Yonemura,Japanese writers,Writers
6606,Yoshikichi Furui,Japanese writers,Writers
6607,Kazuya Minekura,Japanese writers,Writers
6608,Kawataro Nakajima,Japanese writers,Writers
6609,Toshio Kuroda (professor),Japanese writers,Writers
6610,Kanata Okajima,Japanese writers,Writers
6611,Aeba Koson,Japanese writers,Writers
6612,Kuroi Senji,Japanese writers,Writers
6613,Anrakuan Sakuden,Japanese writers,Writers
6614,Matsudaira Yoritaka (Shishido),Japanese writers,Writers
6615,Jakucho Setouchi,Japanese writers,Writers
6616,Komatsu Imai,Japanese writers,Writers
6617,Lady Nijō,Japanese writers,Writers
6618,Mako Komao,Japanese writers,Writers
6619,Marie Koizumi,Japanese writers,Writers
6620,Shizuto Masunaga,Japanese writers,Writers
6621,Mushitarō Oguri,Japanese writers,Writers
6622,Junichi Watanabe,Japanese writers,Writers
6623,Masaharu Anesaki,Japanese writers,Writers
6624,Hisako Matsubara,Japanese writers,Writers
6625,Teru Miyamoto,Japanese writers,Writers
6626,Atsuo Inoue,Japanese writers,Writers
6627,Yoshimi Usui,Japanese writers,Writers
6628,Nobuo Kojima,Japanese writers,Writers
6629,Kiyoshi Kawakami,Japanese writers,Writers
6630,Tomoji Abe,Japanese writers,Writers
6631,Michiyo Akaishi,Japanese writers,Writers
6632,Kōji Uno,Japanese writers,Writers
6633,Mayumi Inaba,Japanese writers,Writers
6634,Kazushi Hosaka,Japanese writers,Writers
6635,Mayumi Muroyama,Japanese writers,Writers
6636,Yoshifu Arita,Japanese writers,Writers
6637,Kazuo Okamatsu,Japanese writers,Writers
6638,Setsuko Tsumura,Japanese writers,Writers
6639,Takeshi Shudo,Japanese writers,Writers
6640,Kazuo Nishii,Japanese writers,Writers
6641,Nariko Enomoto,Japanese writers,Writers
6642,Naoki Hisaya,Japanese writers,Writers
6643,Hōmei Iwano,Japanese writers,Writers
6644,Yuji Hayami,Japanese writers,Writers
6645,Takuji Ichikawa,Japanese writers,Writers
6646,Kaoru Nakamaru,Japanese writers,Writers
6647,Naoki Murata,Japanese writers,Writers
6648,Toshio Motoya,Japanese writers,Writers
6649,Ikki Kajiwara,Japanese writers,Writers
6650,Suematsu Kenchō,Japanese writers,Writers
6651,Yuju Wen,Japanese writers,Writers
6652,Takashi Araya,Japanese writers,Writers
6653,Rinzō Shiina,Japanese writers,Writers
6654,Kazuko Hosoki,Japanese writers,Writers
6655,Yamagata Bantō,Japanese writers,Writers
6656,Katsumoto Saotome,Japanese writers,Writers
6657,Suiin Emi,Japanese writers,Writers
6658,Katakura Nobumitsu,Japanese writers,Writers
6659,Gō Zappa,Japanese writers,Writers
6660,Hiroe Suga,Japanese writers,Writers
6661,Kōichirō Uno,Japanese writers,Writers
6662,Sakunosuke Oda,Japanese writers,Writers
6663,Yoshiki Hayama,Japanese writers,Writers
6664,Jiro Ishii,Japanese writers,Writers
6665,Toshiyuki Horie,Japanese writers,Writers
6666,Kazumi Yamashita (artist),Japanese writers,Writers
6667,Tadano Makuzu,Japanese writers,Writers
6668,Motoko Arai,Japanese writers,Writers
6669,Ōmi Komaki,Japanese writers,Writers
6670,Kenji Maruyama,Japanese writers,Writers
6671,Shigeharu Nakano,Japanese writers,Writers
6672,Year 24 Group,Japanese writers,Writers
6673,Yoshinori Shimizu,Japanese writers,Writers
6674,Taro Masushio,Japanese writers,Writers
6675,Minoru Kawakami,Japanese writers,Writers
6676,Hiroshi Koshiba,Japanese writers,Writers
6677,Sengaku Mayeda,Japanese writers,Writers
6678,Yūichirō Oguro,Japanese writers,Writers
6679,Yūzō Yamamoto,Japanese writers,Writers
6680,Jōji Kamio,Japanese writers,Writers
6681,Torahiko Terada,Japanese writers,Writers
6682,Tadanobu Tsunoda,Japanese writers,Writers
6683,Hiroo Yamagata,Japanese writers,Writers
6684,Takumi Nakazawa,Japanese writers,Writers
6685,Minoru Hara,Japanese writers,Writers
6686,Ayako Fujitani,Japanese writers,Writers
6687,Yasunori Yamada,Japanese writers,Writers
6688,Eisuke Nakazono,Japanese writers,Writers
6689,Sosen Mishima,Japanese writers,Writers
6690,Shin-ichiro Tomie,Japanese writers,Writers
6691,Manabu Miyazaki,Japanese writers,Writers
6692,Mieko Kawakami,Japanese writers,Writers
6693,Kuroiwa Shūroku,Japanese writers,Writers
6694,Ikki Kita,Japanese writers,Writers
6695,Noboru Yamaguchi (author),Japanese writers,Writers
6696,Taijiro Tamura,Japanese writers,Writers
6697,Hakuchō Masamune,Japanese writers,Writers
6698,Kyotaro Nishimura,Japanese writers,Writers
6699,Kazumasa Hirai (author),Japanese writers,Writers
6700,Yagi Akiko,Japanese writers,Writers
6701,Teruo Yajima,Japanese writers,Writers
6702,Sayaka Isoyama,Japanese writers,Writers
6703,Hiroshi Sakagami,Japanese writers,Writers
6704,Miekichi Suzuki,Japanese writers,Writers
6705,Tempu Nakamura,Japanese writers,Writers
6706,Kanagaki Robun,Japanese writers,Writers
6707,Kojiro Nakamura,Japanese writers,Writers
6708,Yellow Tanabe,Japanese writers,Writers
6709,Hideo Takubo,Japanese writers,Writers
6710,Narushima Ryūhoku,Japanese writers,Writers
6711,Kenji Tokitsu,Japanese writers,Writers
6712,Utako Yamada,Japanese writers,Writers
6713,Haruka Minami (manga artist),Japanese writers,Writers
6714,Miyuki Hatoyama,Japanese writers,Writers
6715,Shun Medoruma,Japanese writers,Writers
6716,Einosuke Itō,Japanese writers,Writers
6717,Kenjiro Haitani,Japanese writers,Writers
6718,Tsutomu Mizukami,Japanese writers,Writers
6719,Hideko Mizuno,Japanese writers,Writers
6720,Masato Kato,Japanese writers,Writers
6721,Toyohiko Kagawa,Japanese writers,Writers
6722,Fujimoto Kazuko,Japanese writers,Writers
6723,Yamamoto Kakuma,Japanese writers,Writers
6724,Funahashi Seiichi,Japanese writers,Writers
6725,Kaori Ekuni,Japanese writers,Writers
6726,Keizo Hino,Japanese writers,Writers
6727,Manta Aisora,Japanese writers,Writers
6728,Mas Oyama,Japanese writers,Writers
6729,Naoki Ishikawa (photographer),Japanese writers,Writers
6730,Hikaru Nishida,Japanese writers,Writers
6731,Yoshio Markino,Japanese writers,Writers
6732,Tsuyoshi Makino,Japanese writers,Writers
6733,Yumie Hiraiwa,Japanese writers,Writers
6734,Morita Sōhei,Japanese writers,Writers
6735,Ogasawara Naganari,Japanese writers,Writers
6736,Kazuo Hirotsu,Japanese writers,Writers
6737,Okakura Kakuzō,Japanese writers,Writers
6738,Miki Aihara,Japanese writers,Writers
6739,Hiratsuka Raichō,Japanese writers,Writers
6740,Tetchō Suehiro,Japanese writers,Writers
6741,Kiku Amino,Japanese writers,Writers
6742,Eiki Matayoshi,Japanese writers,Writers
6743,Terry Ito,Japanese writers,Writers
6744,Makoto Oda,Japanese writers,Writers
6745,Hōei Nojiri,Japanese writers,Writers
6746,Demon Kakka,Japanese writers,Writers
6747,Hara Takashi,Japanese writers,Writers
6748,Wakako Hironaka,Japanese writers,Writers
6749,Shūsei Tokuda,Japanese writers,Writers
6750,Yasuo Tanaka (politician),Japanese writers,Writers
6751,Michitsuna's mother,Japanese writers,Writers
6752,Yoshida Kenkō,Japanese writers,Writers
6753,Fujio Noguchi,Japanese writers,Writers
6754,Hiroshi Aramata,Japanese writers,Writers
6755,Fusanosuke Natsume,Japanese writers,Writers
6756,Shuichi Yoshida,Japanese writers,Writers
6757,Shunryū Suzuki,Japanese writers,Writers
6758,Yu Godai,Japanese writers,Writers
6759,Naoyuki Ii,Japanese writers,Writers
6760,Junichi Saga,Japanese writers,Writers
6761,Tatsuhiko Seo,Japanese writers,Writers
6762,Makoto Ueda (architecture critic),Japanese writers,Writers
6763,Shigeru Kuzuhara,Japanese writers,Writers
6764,Yoshinori Yagi,Japanese writers,Writers
6765,Shizu Shiraki,Japanese writers,Writers
6766,Aya Ishiguro,Japanese writers,Writers
6767,Masami Uno,Japanese writers,Writers
6768,Kenichi Yamakawa,Japanese writers,Writers
6769,Yoshie Wada,Japanese writers,Writers
6770,Seiichi Morimura,Japanese writers,Writers
6771,Toshio Moriuchi,Japanese writers,Writers
6772,Norihiko Matsumoto,Japanese writers,Writers
6773,Yasutaka Nagai,Japanese writers,Writers
6774,Senri Oe,Japanese writers,Writers
6775,Toshimasa Shimamura,Japanese writers,Writers
6776,Yuichi Takai,Japanese writers,Writers
6777,Naoki Tanemura,Japanese writers,Writers
6778,Ryunosuke Kingetsu,Japanese writers,Writers
6779,Tōichirō Araki,Japanese writers,Writers
6780,Shinsuke Numata,Japanese writers,Writers
6781,Ryuchi Matsuda,Japanese writers,Writers
6782,Uchimura Kanzō,Japanese writers,Writers
6783,Naoyuki Agawa,Japanese writers,Writers
6784,Yoshiharu Sekino,Japanese writers,Writers
6785,Toyomatsu Shimoda,Japanese writers,Writers
6786,Tao: On the Road and on the Run in Outlaw China,Japanese writers,Writers
6787,Katate Masatsuka,Japanese writers,Writers
6788,Shiba Gorō,Japanese writers,Writers
6789,Kyōko Kishida,Japanese writers,Writers
6790,Toshikazu Kase,Japanese writers,Writers
6791,Masaru Aoki,Japanese writers,Writers
6792,Shun'ichi Yukimuro,Japanese writers,Writers
6793,Mari Akasaka,Japanese writers,Writers
6794,Meisei Goto,Japanese writers,Writers
6795,Shin'ichirō Nakamura,Japanese writers,Writers
6796,Tetsushi Suwa,Japanese writers,Writers
6797,Akira Maeda,Japanese writers,Writers
6798,Ira Ishida,Japanese writers,Writers
6799,Tsunashima Ryōsen,Japanese writers,Writers
6800,Mineo Higashi,Japanese writers,Writers
6801,Eisuke Yoshiyuki,Japanese writers,Writers
6802,Inuhiko Yomota,Japanese writers,Writers
6803,Hikaru Nakamura (artist),Japanese writers,Writers
6804,Kenji Fujimoto,Japanese writers,Writers
6805,Bunjūrō Nakayama,Japanese writers,Writers
6806,Tsunehira Furuya,Japanese writers,Writers
6807,Kakou Senda,Japanese writers,Writers
6808,Gosho Aoyama,Japanese writers,Writers
6809,Kaneyoshi Izumi,Japanese writers,Writers
6810,Masatsugu Ono,Japanese writers,Writers
6811,Shōko Ieda,Japanese writers,Writers
6812,Hirohito Ōta,Japanese writers,Writers
6813,Ishibashi Ningetsu,Japanese writers,Writers
6814,Tōta Kaneko,Japanese writers,Writers
6815,Tensei Kono,Japanese writers,Writers
6816,Morishima Chūryō,Japanese writers,Writers
6817,Sakuzō Yoshino,Japanese writers,Writers
6818,Temari Matsumoto,Japanese writers,Writers
6819,Matsutarō Kawaguchi,Japanese writers,Writers
6820,Masaaki Tanaka,Japanese writers,Writers
6821,Kōsaku Takii,Japanese writers,Writers
6822,Makoto Nakamura,Japanese writers,Writers
6823,Bin Ueda,Japanese writers,Writers
6824,Sai Yukino,Japanese writers,Writers
6825,Shinsuke Sato,Japanese writers,Writers
6826,Hisashi Okuyama,Japanese writers,Writers
6827,Hidefumi Kimura,Japanese writers,Writers
6828,Toshiro Sasaki,Japanese writers,Writers
6829,Kawai Michi,Japanese writers,Writers
6830,Kinoshita Naoe,Japanese writers,Writers
6831,Tetsuya Takahashi,Japanese writers,Writers
6832,Hideki Tachibana,Japanese writers,Writers
6833,En no Gyōja,Japanese writers,Writers
6834,Asa Matsuoka,Japanese writers,Writers
6835,Mokutaro Kinoshita,Japanese writers,Writers
6836,Muneo Yoshikawa,Japanese writers,Writers
6837,Masaya Nakahara,Japanese writers,Writers
6838,Ritsuko Kawai,Japanese writers,Writers
6839,Saitō Ryokuu,Japanese writers,Writers
6840,Kōtarō Iizawa,Japanese writers,Writers
6841,Toshio Udō,Japanese writers,Writers
6842,Kazushige Abe,Japanese writers,Writers
6843,Kansuke Naka,Japanese writers,Writers
6844,Makoto Sakurai,Japanese writers,Writers
6845,Shinichiro Kurimoto,Japanese writers,Writers
6846,Ken Kagaya (artist),Japanese writers,Writers
6847,Seiji Yoshida,Japanese writers,Writers
6848,Yamakawa Kikue,Japanese writers,Writers
6849,Etsu Inagaki Sugimoto,Japanese writers,Writers
6850,Taijirō Amazawa,Japanese writers,Writers
6851,Mitsuru Sugaya,Japanese writers,Writers
6852,Chiyo Nakamura,Japanese writers,Writers
6853,Masaru Ibuka,Japanese writers,Writers
6854,Seiichi Naruse,Japanese writers,Writers
6855,Kaori Yuki,Japanese writers,Writers
6856,Kennosuke Sato,Japanese writers,Writers
6857,Hideo Yokoyama,Japanese writers,Writers
6858,Kinoaki Matsuo,Japanese writers,Writers
6859,Tomoyuki Hoshino,Japanese writers,Writers
6860,Oishi Matashichi,Japanese writers,Writers
6861,Noriko Ibaragi,Japanese writers,Writers
6862,Jūgatsu Toi,Japanese writers,Writers
6863,Nori Bunasawa,Japanese writers,Writers
6864,Enzo Matsunaga,Japanese writers,Writers
6865,Kuriyagawa Hakuson,Japanese writers,Writers
6866,Komimasa Tanaka,Japanese writers,Writers
6867,Katsusuke Miyauchi,Japanese writers,Writers
6868,Rokusuke Ei,Japanese writers,Writers
6869,Mitsuru Yoshida,Japanese writers,Writers
6870,Natsuhiko Kyogoku,Japanese writers,Writers
6871,Mamare Touno,Japanese writers,Writers
6872,Tsubouchi Shōyō,Japanese writers,Writers
6873,Mitsuru Yūki,Japanese writers,Writers
6874,Nobuhiko Takada,Japanese writers,Writers
6875,Minakata Kumagusu,Japanese writers,Writers
6876,Mari Mori,Japanese writers,Writers
6877,Murō Saisei,Japanese writers,Writers
6878,Satoru Akahori,Japanese writers,Writers
6879,Jun Maeda,Japanese writers,Writers
6880,Ineko Sata,Japanese writers,Writers
6881,Ryōtarō Shiba,Japanese writers,Writers
6882,Shinkichi Hashimoto,Japanese writers,Writers
6883,Kazumi Kazui,Japanese writers,Writers
6884,Soji Shimada,Japanese writers,Writers
6885,Katsuichi Honda,Japanese writers,Writers
6886,Shigeru Mizuki,Japanese writers,Writers
6887,Miyatake Gaikotsu,Japanese writers,Writers
6888,Masakazu Yamazaki,Japanese writers,Writers
6889,Ryo Mizuno,Japanese writers,Writers
6890,Hyakken Uchida,Japanese writers,Writers
6891,Kiyoshi Kiyosawa,Japanese writers,Writers
6892,Yūsaku Igarashi,Japanese writers,Writers
6893,Shunpei Mizuno,Japanese writers,Writers
6894,Kick (comedian),Japanese writers,Writers
6895,Go Arisue,Japanese writers,Writers
6896,Ryoko Sekiguchi,Japanese writers,Writers
6897,Katai Tayama,Japanese writers,Writers
6898,Momoko Ishii,Japanese writers,Writers
6899,Fukuzawa Yukichi,Japanese writers,Writers
6900,Nanase Ohkawa,Japanese writers,Writers
6901,Mieko Kanai,Japanese writers,Writers
6902,Masanobu Fukuoka,Japanese writers,Writers
6903,Shigeru Tonomura,Japanese writers,Writers
6904,Hideo Haga,Japanese writers,Writers
6905,Ichiei Ishibumi,Japanese writers,Writers
6906,Takehiro Irokawa,Japanese writers,Writers
6907,Midori Tateyama,Japanese writers,Writers
6908,Mizuko Masuda,Japanese writers,Writers
6909,Kido Okamoto,Japanese writers,Writers
6910,Susumu Ōno,Japanese writers,Writers
6911,Noburu Katagami,Japanese writers,Writers
6912,Tetsuji Takechi,Japanese writers,Writers
6913,Shunrō Oshikawa,Japanese writers,Writers
6914,Shishi Bunroku,Japanese writers,Writers
6915,Yoshihiko Kazamaru,Japanese writers,Writers
6916,Lafcadio Hearn,Japanese writers,Writers
6917,Katsuyori Imada,Japanese writers,Writers
6918,Shiro Yadama,Japanese writers,Writers
6919,Fumi Saimon,Japanese writers,Writers
6920,Kōtarō Isaka,Japanese writers,Writers
6921,Tomoka Shibasaki,Japanese writers,Writers
6922,Mitsuzo Sasaki,Japanese writers,Writers
6923,Akira Yoshimura,Japanese writers,Writers
6924,Masaru Emoto,Japanese writers,Writers
6925,Reiji Oyama (pastor),Japanese writers,Writers
6926,Suleiman Bakhit,Jordanian writers,Writers
6927,Amal Naseer,Jordanian writers,Writers
6928,Haya Saleh,Jordanian writers,Writers
6929,Jamal Abu Hamdan,Jordanian writers,Writers
6930,Fouad Hussein,Jordanian writers,Writers
6931,Fadia Faqir,Jordanian writers,Writers
6932,Mohydeen Izzat Quandour,Jordanian writers,Writers
6933,Ranah Nazzal,Jordanian writers,Writers
6934,Saad Jumaa,Jordanian writers,Writers
6935,Mustafa Wahbi Tal,Jordanian writers,Writers
6936,Ghalib Halasa,Jordanian writers,Writers
6937,Ya'qoub Al-Oudat,Jordanian writers,Writers
6938,Suleiman Mousa,Jordanian writers,Writers
6939,Laila al-Atrash,Jordanian writers,Writers
6940,Qasim Tawfiq,Jordanian writers,Writers
6941,Mohammad Tomaliah,Jordanian writers,Writers
6942,Ahmad Hasan Al Zoubi,Jordanian writers,Writers
6943,Umar Sulaiman Al-Ashqar,Jordanian writers,Writers
6944,Kamel Mahadin,Jordanian writers,Writers
6945,Zain Duraie,Jordanian writers,Writers
6946,Hind al Shaer,Jordanian writers,Writers
6947,Ahmad Alyaseer,Jordanian writers,Writers
6948,Khaled Al-Karaki,Jordanian writers,Writers
6949,Abbas Arnaout,Jordanian writers,Writers
6950,Nahed Hattar,Jordanian writers,Writers
6951,Jamal Naji,Jordanian writers,Writers
6952,Jumah Hammad,Jordanian writers,Writers
6953,Yousef Ghawanmeh,Jordanian writers,Writers
6954,Mohammad Shaheen,Jordanian writers,Writers
6955,Azza El-Hassan,Jordanian writers,Writers
6956,Mohammed Barhouma,Jordanian writers,Writers
6957,Aigerim Tazhi,Kazakhstani writers,Writers
6958,Ybyrai Altynsarin,Kazakhstani writers,Writers
6959,Abdizhamil Karimuly Nurpeisov,Kazakhstani writers,Writers
6960,Engels Gabbasov,Kazakhstani writers,Writers
6961,Seitzhan Omarov,Kazakhstani writers,Writers
6962,Tauman Torekhanov,Kazakhstani writers,Writers
6963,Abai Qunanbaiuly,Kazakhstani writers,Writers
6964,Bauyrzhan Momyshuly,Kazakhstani writers,Writers
6965,Sadibek Tügel,Kazakhstani writers,Writers
6966,Aigul Kemelbayeva,Kazakhstani writers,Writers
6967,Mukhtar Shakhanov,Kazakhstani writers,Writers
6968,Marat Abiyev,Kazakhstani writers,Writers
6969,Anatoli Boukreev,Kazakhstani writers,Writers
6970,Oralkhan Bokeev,Kazakhstani writers,Writers
6971,Rashid Nugmanov,Kazakhstani writers,Writers
6972,Qaraqat Äbden,Kazakhstani writers,Writers
6973,Anuarbek Alimzhanov,Kazakhstani writers,Writers
6974,Michael Ndurumo,Kenyan writers,Writers
6975,Taaitta Toweett,Kenyan writers,Writers
6976,Idza Luhumyo,Kenyan writers,Writers
6977,Joseph Muthee,Kenyan writers,Writers
6978,Mugo Gatheru,Kenyan writers,Writers
6979,Beryl Markham,Kenyan writers,Writers
6980,Jomo Kenyatta,Kenyan writers,Writers
6981,Gakaara wa Wanjaũ,Kenyan writers,Writers
6982,Samuel Muthui,Kenyan writers,Writers
6983,Makena Onjerika,Kenyan writers,Writers
6984,Josiah Mwangi Kariuki,Kenyan writers,Writers
6985,Wanjiku Kabira,Kenyan writers,Writers
6986,Bahadur Tejani,Kenyan writers,Writers
6987,Miguna Miguna,Kenyan writers,Writers
6988,Nicholas Dyer,Kenyan writers,Writers
6989,Teresia Mbari Hinga,Kenyan writers,Writers
6990,Wanjiru Kinyanjui,Kenyan writers,Writers
6991,Okwiri Oduor,Kenyan writers,Writers
6992,Firoze Manji,Kenyan writers,Writers
6993,David Mulwa,Kenyan writers,Writers
6994,Michael Blundell,Kenyan writers,Writers
6995,Ben Mutua Jonathan Muriithi,Kenyan writers,Writers
6996,John Rugoiyo Gichuki,Kenyan writers,Writers
6997,Jane Tapsubei Creider,Kenyan writers,Writers
6998,Gloria Mwaniga,Kenyan writers,Writers
6999,Eisha Stephen Atieno Odhiambo,Kenyan writers,Writers
7000,Troy Onyango,Kenyan writers,Writers
7001,Wanjiru Kihoro,Kenyan writers,Writers
7002,Ngugi wa Mirii,Kenyan writers,Writers
7003,Wahome Mutahi,Kenyan writers,Writers
7004,Daniel Kamau (writer),Kenyan writers,Writers
7005,Chacha Nyaigotti-Chacha,Kenyan writers,Writers
7006,Rocha Chimera,Kenyan writers,Writers
7007,Meja Mwangi,Kenyan writers,Writers
7008,Gitura Mwaura,Kenyan writers,Writers
7009,Abdilatif Abdalla,Kenyan writers,Writers
7010,John Sibi-Okumu,Kenyan writers,Writers
7011,Francis D. Imbuga,Kenyan writers,Writers
7012,Billy Kahora,Kenyan writers,Writers
7013,Judy Kibinge,Kenyan writers,Writers
7014,Koigi wa Wamwere,Kenyan writers,Writers
7015,Yvonne Adhiambo Owuor,Kenyan writers,Writers
7016,Jonah Anguka,Kenyan writers,Writers
7017,Wangui wa Goro,Kenyan writers,Writers
7018,Na Hyeseok,Korean writers,Writers
7019,Kim Sok-pom,Korean writers,Writers
7020,Kim Dong-in,Korean writers,Writers
7021,Kye Yong-mook,Korean writers,Writers
7022,Sin Chaeho,Korean writers,Writers
7023,Kim Nae-sung,Korean writers,Writers
7024,Kim Sin-yong,Korean writers,Writers
7025,Kim Chae-guk,Korean writers,Writers
7026,Kim Iryeop,Korean writers,Writers
7027,Gim Yeong-rang,Korean writers,Writers
7028,Kwon Jeong-saeng,Korean writers,Writers
7029,T. K. Seung,Korean writers,Writers
7030,Yi Hyoseok,Korean writers,Writers
7031,Yi Kyoung-ja,Korean writers,Writers
7032,Na Dohyang,Korean writers,Writers
7033,Kim Hu-ran,Korean writers,Writers
7034,Kim Sa-in,Korean writers,Writers
7035,Ahn Changho,Korean writers,Writers
7036,Hwang Ji-u,Korean writers,Writers
7037,Lee Ki-ho (writer),Korean writers,Writers
7038,Han Malsook,Korean writers,Writers
7039,Song Yeong,Korean writers,Writers
7040,Kim Si-seup,Korean writers,Writers
7041,Song Gisuk,Korean writers,Writers
7042,Park In-hwan (author),Korean writers,Writers
7043,Ho Jong-suk,Korean writers,Writers
7044,Jeong Ji-yong,Korean writers,Writers
7045,Yi In-seong,Korean writers,Writers
7046,Yi Gwangsu,Korean writers,Writers
7047,Kim Yongtaek,Korean writers,Writers
7048,Oh Sangwon,Korean writers,Writers
7049,Park Taesun,Korean writers,Writers
7050,Hyun Jin-geon,Korean writers,Writers
7051,Jon Kyongnin,Korean writers,Writers
7052,Lee Mankyo,Korean writers,Writers
7053,Uhwudong,Korean writers,Writers
7054,Jung Hansuk,Korean writers,Writers
7055,Kim Namjo,Korean writers,Writers
7056,Bang Jeong-hwan,Korean writers,Writers
7057,Kim Sa-ryang,Korean writers,Writers
7058,Kim Jae-young (author),Korean writers,Writers
7059,Lee Jangwook,Korean writers,Writers
7060,Kim Dongni,Korean writers,Writers
7061,Kang Kyeong-ae,Korean writers,Writers
7062,Park Nam-su,Korean writers,Writers
7063,Min Won-sik,Korean writers,Writers
7064,Gu Hyo-seo,Korean writers,Writers
7065,Choi Suchol,Korean writers,Writers
7066,Lee Hyeonggi,Korean writers,Writers
7067,Sim Yunkyung,Korean writers,Writers
7068,Lee Yun-gi,Korean writers,Writers
7069,Lee Sungboo,Korean writers,Writers
7070,Lee Youn-taek,Korean writers,Writers
7071,Hong Sung-won,Korean writers,Writers
7072,Yi Yuksa,Korean writers,Writers
7073,Jeon Sang-guk,Korean writers,Writers
7074,Lee Guem-yi,Korean writers,Writers
7075,Seo Hajin,Korean writers,Writers
7076,Kim Kwang-lim,Korean writers,Writers
7077,Lee Garim,Korean writers,Writers
7078,Song Giwon,Korean writers,Writers
7079,Ko Hyeong-ryeol,Korean writers,Writers
7080,Hwang Tong-gyu,Korean writers,Writers
7081,Kwak Jae-gu,Korean writers,Writers
7082,Nam Jung-hyun,Korean writers,Writers
7083,Kang Eun-gyo,Korean writers,Writers
7084,Park Je-chun,Korean writers,Writers
7085,Kim Sang-ok,Korean writers,Writers
7086,Kim Myeong-sik,Korean writers,Writers
7087,Younghill Kang,Korean writers,Writers
7088,Yi Seongbok,Korean writers,Writers
7089,Park Yeonghan,Korean writers,Writers
7090,Yi Geun-hwa,Korean writers,Writers
7091,Pak Mok-wol,Korean writers,Writers
7092,Huh Young-ja,Korean writers,Writers
7093,Jeong Do-sang,Korean writers,Writers
7094,Oh Takbeon,Korean writers,Writers
7095,Kang Chol-hwan,Korean writers,Writers
7096,Park In-deok,Korean writers,Writers
7097,Mangong,Korean writers,Writers
7098,Kim Byeong-eon,Korean writers,Writers
7099,Do Jong-hwan,Korean writers,Writers
7100,Yoo An-jin,Korean writers,Writers
7101,Kim Haki,Korean writers,Writers
7102,Kim Kyung-ju,Korean writers,Writers
7103,Kim Jong-gil,Korean writers,Writers
7104,Kim Sung-woo,Korean writers,Writers
7105,Kim Eon,Korean writers,Writers
7106,Yi Guji,Korean writers,Writers
7107,Lee Kang-baek,Korean writers,Writers
7108,Song Chanho,Korean writers,Writers
7109,Kim Kyung-uk,Korean writers,Writers
7110,Kim Myeongin,Korean writers,Writers
7111,Tal-su Kim,Korean writers,Writers
7112,Lee Mun-ku,Korean writers,Writers
7113,Park Chong-hwa,Korean writers,Writers
7114,Kim Mi-wol,Korean writers,Writers
7115,Kim Myeong-sun,Korean writers,Writers
7116,Kim Seong-Dong,Korean writers,Writers
7117,Chyung Jinkyu,Korean writers,Writers
7118,Mah Chonggi,Korean writers,Writers
7119,Helen Kim,Korean writers,Writers
7120,Kim Yeong-hyeon,Korean writers,Writers
7121,Shin Yong-mok,Korean writers,Writers
7122,Shin Kyeong-nim,Korean writers,Writers
7123,Jang Jeongil,Korean writers,Writers
7124,Mirok Li,Korean writers,Writers
7125,Lee Si-young (poet),Korean writers,Writers
7126,O Jeonghui,Korean writers,Writers
7127,Yang Sok-il,Korean writers,Writers
7128,Chang Yong-hak,Korean writers,Writers
7129,Song Sugwon,Korean writers,Writers
7130,Kim Wonu,Korean writers,Writers
7131,Azem Vllasi,Kosovan writers,Writers
