,Word,Count,Subcategory
1333,danish,4,Danish astronauts
1334,international,4,Danish astronauts
1335,iriss,4,Danish astronauts
1336,iss,4,Danish astronauts
1337,m,4,Danish astronauts
1338,rugby,4,Danish astronauts
1339,training,4,Danish astronauts
1340,2015,3,Danish astronauts
1341,astronauts,3,Danish astronauts
1342,career,3,Danish astronauts
1343,control,3,Danish astronauts
1344,copenhagen,3,Danish astronauts
1345,days,3,Danish astronauts
1346,engineering,3,Danish astronauts
1347,nasa,3,Danish astronauts
1348,november,3,Danish astronauts
1349,portugal,3,Danish astronauts
1350,program,3,Danish astronauts
1351,received,3,Danish astronauts
1352,school,3,Danish astronauts
1353,selected,3,Danish astronauts
1354,spacex,3,Danish astronauts
1355,texas,3,Danish astronauts
1356,university,3,Danish astronauts
1357,2,2,Danish astronauts
1358,2014,2,Danish astronauts
1359,2023,2,Danish astronauts
1360,addition,2,Danish astronauts
1361,aerospace,2,Danish astronauts
1362,agency,2,Danish astronauts
1363,austin,2,Danish astronauts
1364,biography,2,Danish astronauts
1365,born,2,Danish astronauts
1366,called,2,Danish astronauts
1367,corps,2,Danish astronauts
1368,crew,2,Danish astronauts
1369,crew-7,2,Danish astronauts
1370,degree,2,Danish astronauts
1371,earth,2,Danish astronauts
1372,space,37,Brazilian astronauts
1373,pontes,33,Brazilian astronauts
1374,brazilian,24,Brazilian astronauts
1375,marcos,20,Brazilian astronauts
1376,brazil,11,Brazilian astronauts
1377,astronaut,9,Brazilian astronauts
1378,international,8,Brazilian astronauts
1379,são,8,Brazilian astronauts
1380,2006,7,Brazilian astronauts
1381,agency,7,Brazilian astronauts
1382,bolsonaro,7,Brazilian astronauts
1383,government,7,Brazilian astronauts
1384,military,7,Brazilian astronauts
1385,minister,7,Brazilian astronauts
1386,paulo,7,Brazilian astronauts
1387,station,7,Brazilian astronauts
1388,air,6,Brazilian astronauts
1389,force,6,Brazilian astronauts
1390,mission,6,Brazilian astronauts
1391,nasa,6,Brazilian astronauts
1392,portuguese,6,Brazilian astronauts
1393,program,6,Brazilian astronauts
1394,science,6,Brazilian astronauts
1395,technology,6,Brazilian astronauts
1396,institute,5,Brazilian astronauts
1397,march,5,Brazilian astronauts
1398,october,5,Brazilian astronauts
1399,president,5,Brazilian astronauts
1400,aeb,4,Brazilian astronauts
1401,aeronautics,4,Brazilian astronauts
1402,april,4,Brazilian astronauts
1403,august,4,Brazilian astronauts
1404,federal,4,Brazilian astronauts
1405,flight,4,Brazilian astronauts
1406,inpe,4,Brazilian astronauts
1407,investigation,4,Brazilian astronauts
1408,isbn,4,Brazilian astronauts
1409,missão,4,Brazilian astronauts
1410,national,4,Brazilian astronauts
1411,p.,4,Brazilian astronauts
1412,training,4,Brazilian astronauts
1413,travel,4,Brazilian astronauts
1414,1998,3,Brazilian astronauts
1415,2005,3,Brazilian astronauts
1416,2018,3,Brazilian astronauts
1417,2019,3,Brazilian astronauts
1418,archived,3,Brazilian astronauts
1419,career,3,Brazilian astronauts
1420,chris,3,Brazilian astronauts
1421,company,3,Brazilian astronauts
1422,trinh,8,Vietnamese astronauts
1423,space,7,Vietnamese astronauts
1424,vietnamese,6,Vietnamese astronauts
1425,american,5,Vietnamese astronauts
1426,nasa,5,Vietnamese astronauts
1427,research,5,Vietnamese astronauts
1428,physical,4,Vietnamese astronauts
1429,science,3,Vietnamese astronauts
1430,shuttle,3,Vietnamese astronauts
1431,aboard,2,Vietnamese astronauts
1432,applied,2,Vietnamese astronauts
1433,asian,2,Vietnamese astronauts
1434,biological,2,Vietnamese astronauts
1435,born,2,Vietnamese astronauts
1436,columbia,2,Vietnamese astronauts
1437,degree,2,Vietnamese astronauts
1438,director,2,Vietnamese astronauts
1439,division,2,Vietnamese astronauts
1440,experimental,2,Vietnamese astronauts
1441,france,2,Vietnamese astronauts
1442,masters,2,Vietnamese astronauts
1443,paris,2,Vietnamese astronauts
1444,payload,2,Vietnamese astronauts
1445,philosophy,2,Vietnamese astronauts
1446,physics,2,Vietnamese astronauts
1447,phạm,2,Vietnamese astronauts
1448,program,2,Vietnamese astronauts
1449,received,2,Vietnamese astronauts
1450,sciences,2,Vietnamese astronauts
1451,scientific,2,Vietnamese astronauts
1452,specialist,2,Vietnamese astronauts
1453,states,2,Vietnamese astronauts
1454,sts-50,2,Vietnamese astronauts
1455,tuân,2,Vietnamese astronauts
1456,united,2,Vietnamese astronauts
1457,university,2,Vietnamese astronauts
1458,years,2,Vietnamese astronauts
1459,14,1,Vietnamese astronauts
1460,18,1,Vietnamese astronauts
1461,1950,1,Vietnamese astronauts
1462,1968,1,Vietnamese astronauts
1463,1972,1,Vietnamese astronauts
1464,1974,1,Vietnamese astronauts
1465,1975,1,Vietnamese astronauts
1466,1977,1,Vietnamese astronauts
1467,1979,1,Vietnamese astronauts
1468,1992.as,1,Vietnamese astronauts
1469,20,1,Vietnamese astronauts
1470,2004,1,Vietnamese astronauts
1471,aircraft,1,Vietnamese astronauts
1472,aleksandrov,12,Bulgarian cosmonauts
1473,bulgarian,9,Bulgarian cosmonauts
1474,space,9,Bulgarian cosmonauts
1475,cosmonaut,5,Bulgarian cosmonauts
1476,1988,4,Bulgarian cosmonauts
1477,georgi,4,Bulgarian cosmonauts
1478,mission,4,Bulgarian cosmonauts
1479,research,4,Bulgarian cosmonauts
1480,soviet,4,Bulgarian cosmonauts
1481,soyuz,4,Bulgarian cosmonauts
1482,station,4,Bulgarian cosmonauts
1483,1,3,Bulgarian cosmonauts
1484,bulgaria,3,Bulgarian cosmonauts
1485,crew,3,Bulgarian cosmonauts
1486,ivanov,3,Bulgarian cosmonauts
1487,order,3,Bulgarian cosmonauts
1488,1951,2,Bulgarian cosmonauts
1489,33,2,Bulgarian cosmonauts
1490,6,2,Bulgarian cosmonauts
1491,aboard,2,Bulgarian cosmonauts
1492,academy,2,Bulgarian cosmonauts
1493,air,2,Bulgarian cosmonauts
1494,biography,2,Bulgarian cosmonauts
1495,born,2,Bulgarian cosmonauts
1496,class,2,Bulgarian cosmonauts
1497,december,2,Bulgarian cosmonauts
1498,flight,2,Bulgarian cosmonauts
1499,force,2,Bulgarian cosmonauts
1500,hero,2,Bulgarian cosmonauts
1501,june,2,Bulgarian cosmonauts
1502,mir,2,Bulgarian cosmonauts
1503,panayotov,2,Bulgarian cosmonauts
1504,pilot,2,Bulgarian cosmonauts
1505,program,2,Bulgarian cosmonauts
1506,reach,2,Bulgarian cosmonauts
1507,salyut,2,Bulgarian cosmonauts
1508,sciences,2,Bulgarian cosmonauts
1509,second,2,Bulgarian cosmonauts
1510,selected,2,Bulgarian cosmonauts
1511,selection,2,Bulgarian cosmonauts
1512,tm-5,2,Bulgarian cosmonauts
1513,union,2,Bulgarian cosmonauts
1514,10,1,Bulgarian cosmonauts
1515,12,1,Bulgarian cosmonauts
1516,15th,1,Bulgarian cosmonauts
1517,17,1,Bulgarian cosmonauts
1518,1974,1,Bulgarian cosmonauts
1519,1978,1,Bulgarian cosmonauts
1520,1983,1,Bulgarian cosmonauts
1521,2003,1,Bulgarian cosmonauts
1522,space,18,Australian astronauts
1523,australia,16,Australian astronauts
1524,power,15,Australian astronauts
1525,scully,15,Australian astronauts
1526,australian,12,Australian astronauts
1527,u.s,11,Australian astronauts
1528,nasa,9,Australian astronauts
1529,navy,9,Australian astronauts
1530,science,8,Australian astronauts
1531,united,8,Australian astronauts
1532,naval,7,Australian astronauts
1533,oceanography,7,Australian astronauts
1534,technology,7,Australian astronauts
1535,association,6,Australian astronauts
1536,center,6,Australian astronauts
1537,government,6,Australian astronauts
1538,group,6,Australian astronauts
1539,mission,6,Australian astronauts
1540,sensing,6,Australian astronauts
1541,states,6,Australian astronauts
1542,university,6,Australian astronauts
1543,american,5,Australian astronauts
1544,aviation,5,Australian astronauts
1545,earth,5,Australian astronauts
1546,remote,5,Australian astronauts
1547,royal,5,Australian astronauts
1548,sydney,5,Australian astronauts
1549,chairman,4,Australian astronauts
1550,college,4,Australian astronauts
1551,crew,4,Australian astronauts
1552,distinguished,4,Australian astronauts
1553,expert,4,Australian astronauts
1554,flight,4,Australian astronauts
1555,industry,4,Australian astronauts
1556,international,4,Australian astronauts
1557,life,4,Australian astronauts
1558,member,4,Australian astronauts
1559,national,4,Australian astronauts
1560,oceanographic,4,Australian astronauts
1561,order,4,Australian astronauts
1562,paul,4,Australian astronauts
1563,research,4,Australian astronauts
1564,served,4,Australian astronauts
1565,society,4,Australian astronauts
1566,systems,4,Australian astronauts
1567,technical,4,Australian astronauts
1568,underwater,4,Australian astronauts
1569,1967,3,Australian astronauts
1570,1984,3,Australian astronauts
1571,able,3,Australian astronauts
1572,bella,9,Slovak cosmonauts
1573,cosmonaut,6,Slovak cosmonauts
1574,military,6,Slovak cosmonauts
1575,february,5,Slovak cosmonauts
1576,slovak,5,Slovak cosmonauts
1577,training,4,Slovak cosmonauts
1578,1999,3,Slovak cosmonauts
1579,fulier,3,Slovak cosmonauts
1580,ivan,3,Slovak cosmonauts
1581,mission,3,Slovak cosmonauts
1582,soyuz,3,Slovak cosmonauts
1583,space,3,Slovak cosmonauts
1584,tm-29,3,Slovak cosmonauts
1585,1998,2,Slovak cosmonauts
1586,20,2,Slovak cosmonauts
1587,28,2,Slovak cosmonauts
1588,academy,2,Slovak cosmonauts
1589,air,2,Slovak cosmonauts
1590,base,2,Slovak cosmonauts
1591,biography,2,Slovak cosmonauts
1592,career,2,Slovak cosmonauts
1593,colonel,2,Slovak cosmonauts
1594,experiments,2,Slovak cosmonauts
1595,fly,2,Slovak cosmonauts
1596,force,2,Slovak cosmonauts
1597,gagarin,2,Slovak cosmonauts
1598,graduated,2,Slovak cosmonauts
1599,košice,2,Slovak cosmonauts
1600,march,2,Slovak cosmonauts
1601,mir,2,Slovak cosmonauts
1602,pilot,2,Slovak cosmonauts
1603,slovakia,2,Slovak cosmonauts
1604,spaceflight,2,Slovak cosmonauts
1605,station,2,Slovak cosmonauts
1606,1955,1,Slovak cosmonauts
1607,1964,1,Slovak cosmonauts
1608,1974,1,Slovak cosmonauts
1609,1983,1,Slovak cosmonauts
1610,1987,1,Slovak cosmonauts
1611,2,1,Slovak cosmonauts
1612,2004,1,Slovak cosmonauts
1613,21,1,Slovak cosmonauts
1614,22,1,Slovak cosmonauts
1615,25,1,Slovak cosmonauts
1616,33rd,1,Slovak cosmonauts
1617,aboard,1,Slovak cosmonauts
1618,afanasyev,1,Slovak cosmonauts
1619,appointed,1,Slovak cosmonauts
1620,army,1,Slovak cosmonauts
1621,arrived,1,Slovak cosmonauts
1622,malhotra,22,Indian astronauts
1623,air,18,Indian astronauts
1624,force,12,Indian astronauts
1625,indian,11,Indian astronauts
1626,space,10,Indian astronauts
1627,india,9,Indian astronauts
1628,program,8,Indian astronauts
1629,soviet,8,Indian astronauts
1630,mission,7,Indian astronauts
1631,sharma,7,Indian astronauts
1632,later,6,Indian astronauts
1633,training,5,Indian astronauts
1634,cadets,4,Indian astronauts
1635,career,4,Indian astronauts
1636,delhi,4,Indian astronauts
1637,including,4,Indian astronauts
1638,near,4,Indian astronauts
1639,pakistan,4,Indian astronauts
1640,soyuz,4,Indian astronauts
1641,time,4,Indian astronauts
1642,war,4,Indian astronauts
1643,1984,3,Indian astronauts
1644,aerospace,3,Indian astronauts
1645,aircraft,3,Indian astronauts
1646,bangalore,3,Indian astronauts
1647,base,3,Indian astronauts
1648,calcutta,3,Indian astronauts
1649,early,3,Indian astronauts
1650,family,3,Indian astronauts
1651,iaf,3,Indian astronauts
1652,lahore,3,Indian astronauts
1653,officer,3,Indian astronauts
1654,russian,3,Indian astronauts
1655,selected,3,Indian astronauts
1656,test,3,Indian astronauts
1657,union,3,Indian astronauts
1658,1943,2,Indian astronauts
1659,1971,2,Indian astronauts
1660,1982,2,Indian astronauts
1661,1985,2,Indian astronauts
1662,25,2,Indian astronauts
1663,awarded,2,Indian astronauts
1664,backup,2,Indian astronauts
1665,bangladesh,2,Indian astronauts
1666,born,2,Indian astronauts
1667,british,2,Indian astronauts
1668,chakra,2,Indian astronauts
1669,commanding,2,Indian astronauts
1670,commodore,2,Indian astronauts
1671,company,2,Indian astronauts
1672,cosmonaut,3,Polish astronauts
1673,jankowski,3,Polish astronauts
1674,polish,3,Polish astronauts
1675,zenon,2,Polish astronauts
1676,1937,1,Polish astronauts
1677,1978,1,Polish astronauts
1678,1st,1,Polish astronauts
1679,22,1,Polish astronauts
1680,30,1,Polish astronauts
1681,army,1,Polish astronauts
1682,backup,1,Polish astronauts
1683,biography,1,Polish astronauts
1684,born,1,Polish astronauts
1685,child,1,Polish astronauts
1686,colonel,1,Polish astronauts
1687,external,1,Polish astronauts
1688,hermaszewski,1,Polish astronauts
1689,http://www.spacefacts.de/bios/international/english/jankowski_zenon.htm,1,Polish astronauts
1690,links,1,Polish astronauts
1691,mirosław,1,Polish astronauts
1692,mission,1,Polish astronauts
1693,november,1,Polish astronauts
1694,pilot,1,Polish astronauts
1695,poland,1,Polish astronauts
1696,poznań,1,Polish astronauts
1697,retired,1,Polish astronauts
1698,selected,1,Polish astronauts
1699,soyuz,1,Polish astronauts
1700,spacefacts,1,Polish astronauts
1701,space,44,Iranian astronauts
1702,ansari,43,Iranian astronauts
1703,iranian,15,Iranian astronauts
1704,anousheh,9,Iranian astronauts
1705,award,9,Iranian astronauts
1706,station,9,Iranian astronauts
1707,flag,8,Iranian astronauts
1708,prize,8,Iranian astronauts
1709,russian,8,Iranian astronauts
1710,women,8,Iranian astronauts
1711,x,8,Iranian astronauts
1712,2006,7,Iranian astronauts
1713,flight,7,Iranian astronauts
1714,iran,7,Iranian astronauts
1715,spaceflight,7,Iranian astronauts
1716,international,6,Iranian astronauts
1717,september,6,Iranian astronauts
1718,technology,6,Iranian astronauts
1719,telecom,6,Iranian astronauts
1720,university,6,Iranian astronauts
1721,co,5,Iranian astronauts
1722,foundation,5,Iranian astronauts
1723,george,5,Iranian astronauts
1724,inc,5,Iranian astronauts
1725,national,5,Iranian astronauts
1726,received,5,Iranian astronauts
1727,said,5,Iranian astronauts
1728,science,5,Iranian astronauts
1729,soyuz,5,Iranian astronauts
1730,company,4,Iranian astronauts
1731,countries,4,Iranian astronauts
1732,family,4,Iranian astronauts
1733,farhadi,4,Iranian astronauts
1734,film,4,Iranian astronauts
1735,honor,4,Iranian astronauts
1736,husband,4,Iranian astronauts
1737,including,4,Iranian astronauts
1738,interview,4,Iranian astronauts
1739,iss,4,Iranian astronauts
1740,mission,4,Iranian astronauts
1741,opportunities,4,Iranian astronauts
1742,persian,4,Iranian astronauts
1743,prodea,4,Iranian astronauts
1744,sonus,4,Iranian astronauts
1745,technologies,4,Iranian astronauts
1746,texas,4,Iranian astronauts
1747,tourist,4,Iranian astronauts
1748,tourists,4,Iranian astronauts
1749,20,3,Iranian astronauts
1750,academy,3,Iranian astronauts
1751,space,22,Swiss astronauts
1752,astronaut,14,Swiss astronauts
1753,mission,14,Swiss astronauts
1754,nicollier,13,Swiss astronauts
1755,esa,11,Swiss astronauts
1756,swiss,11,Swiss astronauts
1757,de,8,Swiss astronauts
1758,lausanne,8,Swiss astronauts
1759,nasa,8,Swiss astronauts
1760,shuttle,8,Swiss astronauts
1761,spaceflight,7,Swiss astronauts
1762,society,6,Swiss astronauts
1763,specialist,6,Swiss astronauts
1764,sts-61,6,Swiss astronauts
1765,1994,5,Swiss astronauts
1766,aboard,5,Swiss astronauts
1767,hours,5,Swiss astronauts
1768,pilot,5,Swiss astronauts
1769,1992,4,Swiss astronauts
1770,2007,4,Swiss astronauts
1771,astronomy,4,Swiss astronauts
1772,born,4,Swiss astronauts
1773,called,4,Swiss astronauts
1774,day,4,Swiss astronauts
1775,european,4,Swiss astronauts
1776,hubble,4,Swiss astronauts
1777,medal,4,Swiss astronauts
1778,member,4,Swiss astronauts
1779,office,4,Swiss astronauts
1780,school,4,Swiss astronauts
1781,sts-103,4,Swiss astronauts
1782,sts-46,4,Swiss astronauts
1783,telescope,4,Swiss astronauts
1784,university,4,Swiss astronauts
1785,1996,3,Swiss astronauts
1786,1999,3,Swiss astronauts
1787,2,3,Swiss astronauts
1788,8,3,Swiss astronauts
1789,agency,3,Swiss astronauts
1790,air,3,Swiss astronauts
1791,assigned,3,Swiss astronauts
1792,biography,3,Swiss astronauts
1793,branch,3,Swiss astronauts
1794,claude,3,Swiss astronauts
1795,deployed,3,Swiss astronauts
1796,final,3,Swiss astronauts
1797,geneva,3,Swiss astronauts
1798,international,3,Swiss astronauts
1799,missions,3,Swiss astronauts
1800,switzerland,3,Swiss astronauts
1801,soviet,6,Soviet writers
1802,azerbaijan,5,Soviet writers
1803,years,5,Soviet writers
1804,1927,4,Soviet writers
1805,agish,4,Soviet writers
1806,alibekov,4,Soviet writers
1807,bashkir,4,Soviet writers
1808,books,4,Soviet writers
1809,life,4,Soviet writers
1810,union,4,Soviet writers
1811,vaksberg,4,Soviet writers
1812,writer,4,Soviet writers
1813,0,3,Soviet writers
1814,1944,3,Soviet writers
1815,978,3,Soviet writers
1816,began,3,Soviet writers
1817,born,3,Soviet writers
1818,isbn,3,Soviet writers
1819,jamil,3,Soviet writers
1820,novel,3,Soviet writers
1821,position,3,Soviet writers
1822,references,3,Soviet writers
1823,sagit,3,Soviet writers
1824,worked,3,Soviet writers
1825,1930s,2,Soviet writers
1826,1939,2,Soviet writers
1827,1961,2,Soviet writers
1828,2011,2,Soviet writers
1829,5,2,Soviet writers
1830,a.,2,Soviet writers
1831,appointed,2,Soviet writers
1832,arkady,2,Soviet writers
1833,author,2,Soviet writers
1834,biography,2,Soviet writers
1835,city,2,Soviet writers
1836,countries,2,Soviet writers
1837,december,2,Soviet writers
1838,district,2,Soviet writers
1839,dərviş,2,Soviet writers
1840,english,2,Soviet writers
1841,favorite,2,Soviet writers
1842,film,2,Soviet writers
1843,films,2,Soviet writers
1844,fuzuli,2,Soviet writers
1845,graduated,2,Soviet writers
1846,journalist,2,Soviet writers
1847,jurij,2,Soviet writers
1848,literary,2,Soviet writers
1849,love,2,Soviet writers
1850,media,2,Soviet writers
1851,climate,23,South African writers
1852,gregory,19,South African writers
1853,c&c,18,South African writers
1854,mandela,17,South African writers
1855,change,14,South African writers
1856,contraction,12,South African writers
1857,convergence,12,South African writers
1858,global,12,South African writers
1859,meyer,10,South African writers
1860,music,8,South African writers
1861,officer,7,South African writers
1862,air,6,South African writers
1863,aubrey,6,South African writers
1864,award,6,South African writers
1865,bafana,6,South African writers
1866,ballet,6,South African writers
1867,commons,6,South African writers
1868,force,6,South African writers
1869,goodbye,6,South African writers
1870,james,6,South African writers
1871,nelson,6,South African writers
1872,principle,6,South African writers
1873,prison,6,South African writers
1874,prize,6,South African writers
1875,royal,6,South African writers
1876,world,6,South African writers
1877,years,6,South African writers
1878,framework,5,South African writers
1879,institute,5,South African writers
1880,london,5,South African writers
1881,policy,5,South African writers
1882,said,5,South African writers
1883,sampson,5,South African writers
1884,time,5,South African writers
1885,uk,5,South African writers
1886,agenda,4,South African writers
1887,book,4,South African writers
1888,composition,4,South African writers
1889,developed,4,South African writers
1890,emissions,4,South African writers
1891,film,4,South African writers
1892,gci,4,South African writers
1893,international,4,South African writers
1894,later,4,South African writers
1895,led,4,South African writers
1896,squadron,4,South African writers
1897,think,4,South African writers
1898,university,4,South African writers
1899,warders,4,South African writers
1900,07,3,South African writers
1901,international,44,Argentine writers
1902,law,24,Argentine writers
1903,kohen,17,Argentine writers
1904,de,12,Argentine writers
1905,marcelo,11,Argentine writers
1906,general,7,Argentine writers
1907,disputes,6,Argentine writers
1908,g.,6,Argentine writers
1909,institute,6,Argentine writers
1910,secretary,6,Argentine writers
1911,series,6,Argentine writers
1912,university,6,Argentine writers
1913,audiovisual,5,Argentine writers
1914,institut,5,Argentine writers
1915,la,5,Argentine writers
1916,lecture,5,Argentine writers
1917,library,5,Argentine writers
1918,nations,5,Argentine writers
1919,settlement,5,Argentine writers
1920,states,5,Argentine writers
1921,territorial,5,Argentine writers
1922,united,5,Argentine writers
1923,dispute,4,Argentine writers
1924,including,4,Argentine writers
1925,legal,4,Argentine writers
1926,represented,4,Argentine writers
1927,1997,3,Argentine writers
1928,academy,3,Argentine writers
1929,argentina,3,Argentine writers
1930,born,3,Argentine writers
1931,del,3,Argentine writers
1932,development,3,Argentine writers
1933,droit,3,Argentine writers
1934,elected,3,Argentine writers
1935,french,3,Argentine writers
1936,geneva,3,Argentine writers
1937,given,3,Argentine writers
1938,graduate,3,Argentine writers
1939,lectures,3,Argentine writers
1940,obtained,3,Argentine writers
1941,peace,3,Argentine writers
1942,professor,3,Argentine writers
1943,spanish,3,Argentine writers
1944,studies,3,Argentine writers
1945,v.,3,Argentine writers
1946,y,3,Argentine writers
1947,1995,2,Argentine writers
1948,2015,2,Argentine writers
1949,2019,2,Argentine writers
1950,2021,2,Argentine writers
1951,fukuoka,41,Japanese writers
1952,farming,36,Japanese writers
1953,japanese,34,Japanese writers
1954,natural,29,Japanese writers
1955,isbn,27,Japanese writers
1956,japan,23,Japanese writers
1957,defense,20,Japanese writers
1958,self,20,Japanese writers
1959,university,20,Japanese writers
1960,screenplay,18,Japanese writers
1961,978,17,Japanese writers
1962,araya,17,Japanese writers
1963,special,17,Japanese writers
1964,4,16,Japanese writers
1965,published,16,Japanese writers
1966,world,15,Japanese writers
1967,english,14,Japanese writers
1968,1,13,Japanese writers
1969,design,13,Japanese writers
1970,nature,13,Japanese writers
1971,research,13,Japanese writers
1972,tokyo,13,Japanese writers
1973,　,13,Japanese writers
1974,morita,12,Japanese writers
1975,worked,12,Japanese writers
1976,year,12,Japanese writers
1977,forces,11,Japanese writers
1978,ground,11,Japanese writers
1979,kiddy,11,Japanese writers
1980,series,11,Japanese writers
1981,composition,10,Japanese writers
1982,family,10,Japanese writers
1983,farm,10,Japanese writers
1984,life,10,Japanese writers
1985,masanobu,10,Japanese writers
1986,mu,10,Japanese writers
1987,9,9,Japanese writers
1988,agricultural,9,Japanese writers
1989,author,9,Japanese writers
1990,group,9,Japanese writers
1991,kakumei,9,Japanese writers
1992,returned,9,Japanese writers
1993,school,9,Japanese writers
1994,seeds,9,Japanese writers
1995,shizen,9,Japanese writers
1996,takashi,9,Japanese writers
1997,2002,8,Japanese writers
1998,393,8,Japanese writers
1999,grade,8,Japanese writers
2000,ido,8,Japanese writers
2001,chess,10,Norwegian writers
2002,jonathan,8,Norwegian writers
2003,tisdall,8,Norwegian writers
2004,d.,4,Norwegian writers
2005,norwegian,4,Norwegian writers
2006,1965,2,Norwegian writers
2007,1966,2,Norwegian writers
2008,1997,2,Norwegian writers
2009,aftenposten,2,Norwegian writers
2010,born,2,Norwegian writers
2011,dikt,2,Norwegian writers
2012,games,2,Norwegian writers
2013,irish,2,Norwegian writers
2014,isbn,2,Norwegian writers
2015,japanese,2,Norwegian writers
2016,journalist,2,Norwegian writers
2017,min,2,Norwegian writers
2018,rating,2,Norwegian writers
2019,sang,2,Norwegian writers
2020,1,1,Norwegian writers
2021,156,1,Norwegian writers
2022,18,1,Norwegian writers
2023,1879479029,1,Norwegian writers
2024,1900,1,Norwegian writers
2025,1936,1,Norwegian writers
2026,1938,1,Norwegian writers
2027,1941,1,Norwegian writers
2028,1945,1,Norwegian writers
2029,1949,1,Norwegian writers
2030,1954,1,Norwegian writers
2031,1957,1,Norwegian writers
2032,1958,1,Norwegian writers
2033,1963,1,Norwegian writers
2034,1987,1,Norwegian writers
2035,1991,1,Norwegian writers
2036,1993,1,Norwegian writers
2037,1995,1,Norwegian writers
2038,224,1,Norwegian writers
2039,23,1,Norwegian writers
2040,26,1,Norwegian writers
2041,365chess.com,1,Norwegian writers
2042,7,1,Norwegian writers
2043,85744,1,Norwegian writers
2044,978,1,Norwegian writers
2045,american,1,Norwegian writers
2046,articles,1,Norwegian writers
2047,attends,1,Norwegian writers
2048,august,1,Norwegian writers
2049,author,1,Norwegian writers
2050,awarded,1,Norwegian writers
2051,parsi,41,Iranian writers
2052,iran,34,Iranian writers
2053,book,19,Iranian writers
2054,iranian,19,Iranian writers
2055,hamzavi,16,Iranian writers
2056,delijani,15,Iranian writers
2057,policy,13,Iranian writers
2058,trita,13,Iranian writers
2059,israel,12,Iranian writers
2060,university,12,Iranian writers
2061,foreign,11,Iranian writers
2062,affairs,10,Iranian writers
2063,sahar,10,Iranian writers
2064,american,9,Iranian writers
2065,international,9,Iranian writers
2066,national,9,Iranian writers
2067,relations,9,Iranian writers
2068,united,9,Iranian writers
2069,08,8,Iranian writers
2070,2022,8,Iranian writers
2071,middle,8,Iranian writers
2072,retrieved,8,Iranian writers
2073,alliance,7,Iranian writers
2074,council,7,Iranian writers
2075,east,7,Iranian writers
2076,published,7,Iranian writers
2077,states,7,Iranian writers
2078,06,6,Iranian writers
2079,2012,6,Iranian writers
2080,2013,6,Iranian writers
2081,abdol,6,Iranian writers
2082,books,6,Iranian writers
2083,hossein,6,Iranian writers
2084,issn,6,Iranian writers
2085,jacaranda,6,Iranian writers
2086,treacherous,6,Iranian writers
2087,tree,6,Iranian writers
2088,u.s,6,Iranian writers
2089,2014,5,Iranian writers
2090,author,5,Iranian writers
2091,born,5,Iranian writers
2092,children,5,Iranian writers
2093,institute,5,Iranian writers
2094,journal,5,Iranian writers
2095,moved,5,Iranian writers
2096,niac,5,Iranian writers
2097,obama,5,Iranian writers
2098,persian,5,Iranian writers
2099,political,5,Iranian writers
2100,strategic,5,Iranian writers
2101,theatre,35,British writers
2102,london,34,British writers
2103,world,29,British writers
2104,british,26,British writers
2105,isbn,26,British writers
2106,prize,26,British writers
2107,books,25,British writers
2108,gardner,25,British writers
2109,university,24,British writers
2110,978,23,British writers
2111,book,23,British writers
2112,ereira,23,British writers
2113,0,22,British writers
2114,cunnington,22,British writers
2115,becker,21,British writers
2116,author,20,British writers
2117,award,20,British writers
2118,bbc,20,British writers
2119,cornell,19,British writers
2120,alan,18,British writers
2121,writer,18,British writers
2122,donnelly,17,British writers
2123,english,17,British writers
2124,life,17,British writers
2125,published,17,British writers
2126,born,16,British writers
2127,film,16,British writers
2128,authors,15,British writers
2129,jones,15,British writers
2130,references,15,British writers
2131,terry,15,British writers
2132,translation,15,British writers
2133,wrote,15,British writers
2134,collection,14,British writers
2135,director,14,British writers
2136,new,14,British writers
2137,society,14,British writers
2138,brooke,13,British writers
2139,costume,13,British writers
2140,documentary,13,British writers
2141,paranormal,13,British writers
2142,years,13,British writers
2143,2006,12,British writers
2144,cambridge,12,British writers
2145,co,12,British writers
2146,german,12,British writers
2147,series,12,British writers
2148,television,12,British writers
2149,career,11,British writers
2150,children,11,British writers
2151,poetry,24,Indonesian writers
2152,jakarta,17,Indonesian writers
2153,festival,11,Indonesian writers
2154,2001,9,Indonesian writers
2155,noer,9,Indonesian writers
2156,puisi,9,Indonesian writers
2157,arifin,8,Indonesian writers
2158,pinurbo,8,Indonesian writers
2159,2002,7,Indonesian writers
2160,award,7,Indonesian writers
2161,indonesian,7,Indonesian writers
2162,published,7,Indonesian writers
2163,best,6,Indonesian writers
2164,di,6,Indonesian writers
2165,joko,6,Indonesian writers
2166,pustaka,6,Indonesian writers
2167,bawah,5,Indonesian writers
2168,film,5,Indonesian writers
2169,gramedia,5,Indonesian writers
2170,international,5,Indonesian writers
2171,isbn,5,Indonesian writers
2172,kibaran,5,Indonesian writers
2173,magazine,5,Indonesian writers
2174,sarung,5,Indonesian writers
2175,won,5,Indonesian writers
2176,work,5,Indonesian writers
2177,yogyakarta,5,Indonesian writers
2178,1995,4,Indonesian writers
2179,979,4,Indonesian writers
2180,awards,4,Indonesian writers
2181,celana,4,Indonesian writers
2182,including,4,Indonesian writers
2183,indonesia,4,Indonesian writers
2184,literary,4,Indonesian writers
2185,literature,4,Indonesian writers
2186,lontar,4,Indonesian writers
