,Word,Count,Subcategory
838,zayed,5,Emirati astronauts
839,2017,4,Emirati astronauts
840,armed,4,Emirati astronauts
841,career,4,Emirati astronauts
842,college,4,Emirati astronauts
843,crew,4,Emirati astronauts
844,day,4,Emirati astronauts
845,expedition,4,Emirati astronauts
846,f-16,4,Emirati astronauts
847,flying,4,Emirati astronauts
848,forces,4,Emirati astronauts
849,international,4,Emirati astronauts
850,czech,2,Czechoslovak cosmonauts
851,pelčák,2,Czechoslovak cosmonauts
852,vladimír,2,Czechoslovak cosmonauts
853,1943,1,Czechoslovak cosmonauts
854,1976,1,Czechoslovak cosmonauts
855,2,1,Czechoslovak cosmonauts
856,28,1,Czechoslovak cosmonauts
857,academy,1,Czechoslovak cosmonauts
858,air,1,Czechoslovak cosmonauts
859,americans,1,Czechoslovak cosmonauts
860,backup,1,Czechoslovak cosmonauts
861,born,1,Czechoslovak cosmonauts
862,cosmonaut,1,Czechoslovak cosmonauts
863,cosmonauts,1,Czechoslovak cosmonauts
864,czechoslovakia,1,Czechoslovak cosmonauts
865,engineer,1,Czechoslovak cosmonauts
866,external,1,Czechoslovak cosmonauts
867,force,1,Czechoslovak cosmonauts
868,gagarin,1,Czechoslovak cosmonauts
869,graduated,1,Czechoslovak cosmonauts
870,letu,1,Czechoslovak cosmonauts
871,links,1,Czechoslovak cosmonauts
872,military,1,Czechoslovak cosmonauts
873,mission,1,Czechoslovak cosmonauts
874,november,1,Czechoslovak cosmonauts
875,oldřich,1,Czechoslovak cosmonauts
876,po,1,Czechoslovak cosmonauts
877,radio,1,Czechoslovak cosmonauts
878,references,1,Czechoslovak cosmonauts
879,remek,1,Czechoslovak cosmonauts
880,remka,1,Czechoslovak cosmonauts
881,selected,1,Czechoslovak cosmonauts
882,soviets,1,Czechoslovak cosmonauts
883,soyuz,1,Czechoslovak cosmonauts
884,zlín,1,Czechoslovak cosmonauts
885,čtvrtstoletí,1,Czechoslovak cosmonauts
886,saudi,20,Saudi Arabian astronauts
887,sultan,18,Saudi Arabian astronauts
888,space,17,Saudi Arabian astronauts
889,king,14,Saudi Arabian astronauts
890,medal,14,Saudi Arabian astronauts
891,bin,13,Saudi Arabian astronauts
892,salman,13,Saudi Arabian astronauts
893,al,12,Saudi Arabian astronauts
894,university,12,Saudi Arabian astronauts
895,1987,11,Saudi Arabian astronauts
896,1985,10,Saudi Arabian astronauts
897,arab,9,Saudi Arabian astronauts
898,saud,8,Saudi Arabian astronauts
899,tourism,8,Saudi Arabian astronauts
900,award,7,Saudi Arabian astronauts
901,presented,7,Saudi Arabian astronauts
902,arabia,6,Saudi Arabian astronauts
903,class,6,Saudi Arabian astronauts
904,commission,6,Saudi Arabian astronauts
905,mission,6,Saudi Arabian astronauts
906,recognition,6,Saudi Arabian astronauts
907,republic,6,Saudi Arabian astronauts
908,riyadh,6,Saudi Arabian astronauts
909,de,5,Saudi Arabian astronauts
910,december,5,Saudi Arabian astronauts
911,kuwait,5,Saudi Arabian astronauts
912,order,5,Saudi Arabian astronauts
913,prince,5,Saudi Arabian astronauts
914,2014,4,Saudi Arabian astronauts
915,abdulaziz,4,Saudi Arabian astronauts
916,air,4,Saudi Arabian astronauts
917,born,4,Saudi Arabian astronauts
918,chairman,4,Saudi Arabian astronauts
919,daughter,4,Saudi Arabian astronauts
920,degree,4,Saudi Arabian astronauts
921,east,4,Saudi Arabian astronauts
922,faisal,4,Saudi Arabian astronauts
923,flight,4,Saudi Arabian astronauts
924,fly,4,Saudi Arabian astronauts
925,force,4,Saudi Arabian astronauts
926,heritage,4,Saudi Arabian astronauts
927,international,4,Saudi Arabian astronauts
928,june,4,Saudi Arabian astronauts
929,kingdom,4,Saudi Arabian astronauts
930,middle,4,Saudi Arabian astronauts
931,organization,4,Saudi Arabian astronauts
932,rank,4,Saudi Arabian astronauts
933,sash,4,Saudi Arabian astronauts
934,served,4,Saudi Arabian astronauts
935,son,4,Saudi Arabian astronauts
936,shuttleworth,26,South African astronauts
937,south,13,South African astronauts
938,space,13,South African astronauts
939,canonical,11,South African astronauts
940,ubuntu,9,South African astronauts
941,2004,8,South African astronauts
942,flight,8,South African astronauts
943,million,8,South African astronauts
944,africa,7,South African astronauts
945,african,7,South African astronauts
946,capital,7,South African astronauts
947,mark,7,South African astronauts
948,melvill,7,South African astronauts
949,world,7,South African astronauts
950,ceo,6,South African astronauts
951,composites,5,South African astronauts
952,pilot,5,South African astronauts
953,rutan,5,South African astronauts
954,scaled,5,South African astronauts
955,spaceshipone,5,South African astronauts
956,company,4,South African astronauts
957,free,4,South African astronauts
958,linux,4,South African astronauts
959,school,4,South African astronauts
960,september,4,South African astronauts
961,took,4,South African astronauts
962,venture,4,South African astronauts
963,$,3,South African astronauts
964,18,3,South African astronauts
965,2002,3,South African astronauts
966,2010,3,South African astronauts
967,2012,3,South African astronauts
968,april,3,South African astronauts
969,archived,3,South African astronauts
970,born,3,South African astronauts
971,charge,3,South African astronauts
972,commercial,3,South African astronauts
973,court,3,South African astronauts
974,debian,3,South African astronauts
975,december,3,South African astronauts
976,exit,3,South African astronauts
977,formed,3,South African astronauts
978,foundation,3,South African astronauts
979,hbd,3,South African astronauts
980,june,3,South African astronauts
981,later,3,South African astronauts
982,life,3,South African astronauts
983,list,3,South African astronauts
984,mike,3,South African astronauts
985,operating,3,South African astronauts
986,space,61,Italian astronauts
987,mission,39,Italian astronauts
988,italian,34,Italian astronauts
989,astronaut,28,Italian astronauts
990,nespoli,26,Italian astronauts
991,cristoforetti,23,Italian astronauts
992,iss,20,Italian astronauts
993,european,18,Italian astronauts
994,esa,16,Italian astronauts
995,agency,15,Italian astronauts
996,expedition,15,Italian astronauts
997,nasa,14,Italian astronauts
998,international,13,Italian astronauts
999,aerospace,12,Italian astronauts
1000,air,12,Italian astronauts
1001,medical,12,Italian astronauts
1002,paolo,11,Italian astronauts
1003,station,11,Italian astronauts
1004,2015,10,Italian astronauts
1005,force,10,Italian astronauts
1006,rome,10,Italian astronauts
1007,university,10,Italian astronauts
1008,flight,9,Italian astronauts
1009,hours,9,Italian astronauts
1010,italy,9,Italian astronauts
1011,june,9,Italian astronauts
1012,medicine,9,Italian astronauts
1013,crew,8,Italian astronauts
1014,soyuz,8,Italian astronauts
1015,2022,7,Italian astronauts
1016,experiments,7,Italian astronauts
1017,july,7,Italian astronauts
1018,participated,7,Italian astronauts
1019,pilot,7,Italian astronauts
1020,russian,7,Italian astronauts
1021,shuttle,7,Italian astronauts
1022,2011,6,Italian astronauts
1023,2017,6,Italian astronauts
1024,23,6,Italian astronauts
1025,28,6,Italian astronauts
1026,aboard,6,Italian astronauts
1027,biography,6,Italian astronauts
1028,born,6,Italian astronauts
1029,cheli,6,Italian astronauts
1030,december,6,Italian astronauts
1031,engineer,6,Italian astronauts
1032,life,6,Italian astronauts
1033,program,6,Italian astronauts
1034,record,6,Italian astronauts
1035,second,6,Italian astronauts
1036,ko,6,South Korean astronauts
1037,institute,4,South Korean astronauts
1038,san,4,South Korean astronauts
1039,space,4,South Korean astronauts
1040,2008,3,South Korean astronauts
1041,korean,3,South Korean astronauts
1042,national,3,South Korean astronauts
1043,school,3,South Korean astronauts
1044,seoul,3,South Korean astronauts
1045,university,3,South Korean astronauts
1046,april,2,South Korean astronauts
1047,astronaut,2,South Korean astronauts
1048,biography,2,South Korean astronauts
1049,born,2,South Korean astronauts
1050,f.,2,South Korean astronauts
1051,finalists,2,South Korean astronauts
1052,government,2,South Korean astronauts
1053,high,2,South Korean astronauts
1054,john,2,South Korean astronauts
1055,kennedy,2,South Korean astronauts
1056,korea,2,South Korean astronauts
1057,public,2,South Korean astronauts
1058,research,2,South Korean astronauts
1059,russia,2,South Korean astronauts
1060,russian,2,South Korean astronauts
1061,science,2,South Korean astronauts
1062,started,2,South Korean astronauts
1063,technology,2,South Korean astronauts
1064,tide,2,South Korean astronauts
1065,training,2,South Korean astronauts
1066,working,2,South Korean astronauts
1067,yeon,2,South Korean astronauts
1068,yi,2,South Korean astronauts
1069,10,1,South Korean astronauts
1070,19,1,South Korean astronauts
1071,1976,1,South Korean astronauts
1072,2004,1,South Korean astronauts
1073,2006,1,South Korean astronauts
1074,2007,1,South Korean astronauts
1075,2010,1,South Korean astronauts
1076,2011,1,South Korean astronauts
1077,2013,1,South Korean astronauts
1078,25,1,South Korean astronauts
1079,3d,1,South Korean astronauts
1080,5,1,South Korean astronauts
1081,"7,546",1,South Korean astronauts
1082,absence,1,South Korean astronauts
1083,advanced,1,South Korean astronauts
1084,aerospace,1,South Korean astronauts
1085,agency,1,South Korean astronauts
1086,sharipov,27,Kyrgyzstani cosmonauts
1087,space,14,Kyrgyzstani cosmonauts
1088,cosmonaut,9,Kyrgyzstani cosmonauts
1089,spacewalk,9,Kyrgyzstani cosmonauts
1090,chiao,8,Kyrgyzstani cosmonauts
1091,russian,8,Kyrgyzstani cosmonauts
1092,iss,7,Kyrgyzstani cosmonauts
1093,kyrgyz,7,Kyrgyzstani cosmonauts
1094,astronaut,6,Kyrgyzstani cosmonauts
1095,conducted,6,Kyrgyzstani cosmonauts
1096,hours,6,Kyrgyzstani cosmonauts
1097,10,5,Kyrgyzstani cosmonauts
1098,1998,5,Kyrgyzstani cosmonauts
1099,crew,5,Kyrgyzstani cosmonauts
1100,2005,4,Kyrgyzstani cosmonauts
1101,career,4,Kyrgyzstani cosmonauts
1102,docking,4,Kyrgyzstani cosmonauts
1103,expedition,4,Kyrgyzstani cosmonauts
1104,experiment,4,Kyrgyzstani cosmonauts
1105,flight,4,Kyrgyzstani cosmonauts
1106,leroy,4,Kyrgyzstani cosmonauts
1107,mir,4,Kyrgyzstani cosmonauts
1108,pilot,4,Kyrgyzstani cosmonauts
1109,pirs,4,Kyrgyzstani cosmonauts
1110,republic,4,Kyrgyzstani cosmonauts
1111,satellite,4,Kyrgyzstani cosmonauts
1112,soyuz,4,Kyrgyzstani cosmonauts
1113,spacecraft,4,Kyrgyzstani cosmonauts
1114,sts-89,4,Kyrgyzstani cosmonauts
1115,training,4,Kyrgyzstani cosmonauts
1116,1992,3,Kyrgyzstani cosmonauts
1117,air,3,Kyrgyzstani cosmonauts
1118,airlock,3,Kyrgyzstani cosmonauts
1119,antenna,3,Kyrgyzstani cosmonauts
1120,born,3,Kyrgyzstani cosmonauts
1121,called,3,Kyrgyzstani cosmonauts
1122,days,3,Kyrgyzstani cosmonauts
1123,develop,3,Kyrgyzstani cosmonauts
1124,earth,3,Kyrgyzstani cosmonauts
1125,force,3,Kyrgyzstani cosmonauts
1126,january,3,Kyrgyzstani cosmonauts
1127,medal,3,Kyrgyzstani cosmonauts
1128,minutes,3,Kyrgyzstani cosmonauts
1129,mission,3,Kyrgyzstani cosmonauts
1130,module,3,Kyrgyzstani cosmonauts
1131,nasa,3,Kyrgyzstani cosmonauts
1132,new,3,Kyrgyzstani cosmonauts
1133,outside,3,Kyrgyzstani cosmonauts
1134,small,3,Kyrgyzstani cosmonauts
1135,spacewalkers,3,Kyrgyzstani cosmonauts
1136,van,28,Dutch astronauts
1137,berg,23,Dutch astronauts
1138,den,23,Dutch astronauts
1139,kuipers,20,Dutch astronauts
1140,space,16,Dutch astronauts
1141,growth,15,Dutch astronauts
1142,astronaut,13,Dutch astronauts
1143,crystal,11,Dutch astronauts
1144,dutch,11,Dutch astronauts
1145,netherlands,11,Dutch astronauts
1146,earth,9,Dutch astronauts
1147,mission,9,Dutch astronauts
1148,experiments,8,Dutch astronauts
1149,iss,8,Dutch astronauts
1150,nasa,7,Dutch astronauts
1151,october,7,Dutch astronauts
1152,soyuz,7,Dutch astronauts
1153,2011,6,Dutch astronauts
1154,born,6,Dutch astronauts
1155,december,6,Dutch astronauts
1156,detectors,6,Dutch astronauts
1157,eg&g,6,Dutch astronauts
1158,experiment,6,Dutch astronauts
1159,returned,6,Dutch astronauts
1160,1,5,Dutch astronauts
1161,2004,5,Dutch astronauts
1162,2012,5,Dutch astronauts
1163,21,5,Dutch astronauts
1164,april,5,Dutch astronauts
1165,citizen,5,Dutch astronauts
1166,expedition,5,Dutch astronauts
1167,flight,5,Dutch astronauts
1168,lodewijk,5,Dutch astronauts
1169,science,5,Dutch astronauts
1170,selected,5,Dutch astronauts
1171,technology,5,Dutch astronauts
1172,university,5,Dutch astronauts
1173,30,4,Dutch astronauts
1174,5,4,Dutch astronauts
1175,amsterdam,4,Dutch astronauts
1176,andré,4,Dutch astronauts
1177,challenger,4,Dutch astronauts
1178,corporation,4,Dutch astronauts
1179,crew,4,Dutch astronauts
1180,crystals,4,Dutch astronauts
1181,degree,4,Dutch astronauts
1182,iodide,4,Dutch astronauts
1183,july,4,Dutch astronauts
1184,later,4,Dutch astronauts
1185,launch,4,Dutch astronauts
1186,czech,2,Czech cosmonauts and astronauts
1187,pelčák,2,Czech cosmonauts and astronauts
1188,vladimír,2,Czech cosmonauts and astronauts
1189,1943,1,Czech cosmonauts and astronauts
1190,1976,1,Czech cosmonauts and astronauts
1191,2,1,Czech cosmonauts and astronauts
1192,28,1,Czech cosmonauts and astronauts
1193,academy,1,Czech cosmonauts and astronauts
1194,air,1,Czech cosmonauts and astronauts
1195,americans,1,Czech cosmonauts and astronauts
1196,backup,1,Czech cosmonauts and astronauts
1197,born,1,Czech cosmonauts and astronauts
1198,cosmonaut,1,Czech cosmonauts and astronauts
1199,cosmonauts,1,Czech cosmonauts and astronauts
1200,czechoslovakia,1,Czech cosmonauts and astronauts
1201,engineer,1,Czech cosmonauts and astronauts
1202,external,1,Czech cosmonauts and astronauts
1203,force,1,Czech cosmonauts and astronauts
1204,gagarin,1,Czech cosmonauts and astronauts
1205,graduated,1,Czech cosmonauts and astronauts
1206,letu,1,Czech cosmonauts and astronauts
1207,links,1,Czech cosmonauts and astronauts
1208,military,1,Czech cosmonauts and astronauts
1209,mission,1,Czech cosmonauts and astronauts
1210,november,1,Czech cosmonauts and astronauts
1211,oldřich,1,Czech cosmonauts and astronauts
1212,po,1,Czech cosmonauts and astronauts
1213,radio,1,Czech cosmonauts and astronauts
1214,references,1,Czech cosmonauts and astronauts
1215,remek,1,Czech cosmonauts and astronauts
1216,remka,1,Czech cosmonauts and astronauts
1217,selected,1,Czech cosmonauts and astronauts
1218,soviets,1,Czech cosmonauts and astronauts
1219,soyuz,1,Czech cosmonauts and astronauts
1220,zlín,1,Czech cosmonauts and astronauts
1221,čtvrtstoletí,1,Czech cosmonauts and astronauts
1222,space,10,Austrian astronauts
1223,viehböck,5,Austrian astronauts
1224,soyuz,4,Austrian astronauts
1225,austrian,3,Austrian astronauts
1226,franz,3,Austrian astronauts
1227,mission,3,Austrian astronauts
1228,1991,2,Austrian astronauts
1229,91,2,Austrian astronauts
1230,aboard,2,Austrian astronauts
1231,astronauts,2,Austrian astronauts
1232,austria,2,Austrian astronauts
1233,austromir,2,Austrian astronauts
1234,born,2,Austrian astronauts
1235,cosmonauts,2,Austrian astronauts
1236,lower,2,Austrian astronauts
1237,mir,2,Austrian astronauts
1238,october,2,Austrian astronauts
1239,project,2,Austrian astronauts
1240,rockwell,2,Austrian astronauts
1241,site,2,Austrian astronauts
1242,station,2,Austrian astronauts
1243,technology,2,Austrian astronauts
1244,tm-12,2,Austrian astronauts
1245,tm-13,2,Austrian astronauts
1246,vienna,2,Austrian astronauts
1247,years,2,Austrian astronauts
1248,05,1,Austrian astronauts
1249,10,1,Austrian astronauts
1250,15,1,Austrian astronauts
1251,17,1,Austrian astronauts
1252,1960,1,Austrian astronauts
1253,2,1,Austrian astronauts
1254,2011,1,Austrian astronauts
1255,22,1,Austrian astronauts
1256,24,1,Austrian astronauts
1257,7,1,Austrian astronauts
1258,a.,1,Austrian astronauts
1259,administration,1,Austrian astronauts
1260,aeronautics,1,Austrian astronauts
1261,agreement,1,Austrian astronauts
1262,alexander,1,Austrian astronauts
1263,anatoly,1,Austrian astronauts
1264,archived,1,Austrian astronauts
1265,article,1,Austrian astronauts
1266,artsebarsky,1,Austrian astronauts
1267,artur,1,Austrian astronauts
1268,assigned,1,Austrian astronauts
1269,aubakirov,1,Austrian astronauts
1270,august,1,Austrian astronauts
1271,austromir-91,1,Austrian astronauts
1272,chang,17,Costa Rican astronauts
1273,díaz,16,Costa Rican astronauts
1274,nasa,11,Costa Rican astronauts
1275,space,10,Costa Rican astronauts
1276,rocket,7,Costa Rican astronauts
1277,astronaut,6,Costa Rican astronauts
1278,american,5,Costa Rican astronauts
1279,born,5,Costa Rican astronauts
1280,costa,5,Costa Rican astronauts
1281,franklin,5,Costa Rican astronauts
1282,technology,5,Costa Rican astronauts
1283,high,4,Costa Rican astronauts
1284,massachusetts,4,Costa Rican astronauts
1285,propulsion,4,Costa Rican astronauts
1286,5,3,Costa Rican astronauts
1287,career,3,Costa Rican astronauts
1288,center,3,Costa Rican astronauts
1289,december,3,Costa Rican astronauts
1290,member,3,Costa Rican astronauts
1291,plasma,3,Costa Rican astronauts
1292,ramón,3,Costa Rican astronauts
1293,rica,3,Costa Rican astronauts
1294,sonia,3,Costa Rican astronauts
1295,1950,2,Costa Rican astronauts
1296,1986,2,Costa Rican astronauts
1297,2005,2,Costa Rican astronauts
1298,2012,2,Costa Rican astronauts
1299,2021,2,Costa Rican astronauts
1300,ad,2,Costa Rican astronauts
1301,advanced,2,Costa Rican astronauts
1302,aldrin,2,Costa Rican astronauts
1303,april,2,Costa Rican astronauts
1304,astra,2,Costa Rican astronauts
